InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales,Year,Month,MonthName
573287,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-10-28 14:42:00,4.95,14194.0,United Kingdom,14.850000000000001,2011,10,October
567293,22193,RED DINER WALL CLOCK,2,2011-09-19 12:01:00,8.5,12640.0,France,17.0,2011,9,September
571031,23302,KNEELING MAT HOUSEWORK  DESIGN,2,2011-10-13 12:30:00,1.65,15005.0,United Kingdom,3.3,2011,10,October
561874,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-07-31 12:02:00,1.25,16255.0,United Kingdom,30.0,2011,7,July
548664,22692,DOORMAT WELCOME TO OUR HOME,2,2011-04-01 14:45:00,7.95,14911.0,EIRE,15.9,2011,4,April
559678,22670,FRENCH WC SIGN BLUE METAL,2,2011-07-11 14:43:00,1.25,16033.0,United Kingdom,2.5,2011,7,July
578520,22608,PENS ASSORTED FUNKY JEWELED ,72,2011-11-24 13:57:00,0.19,14591.0,United Kingdom,13.68,2011,11,November
562918,85099F,JUMBO BAG STRAWBERRY,10,2011-08-10 13:51:00,2.08,15615.0,United Kingdom,20.8,2011,8,August
555649,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-06-06 13:47:00,1.25,15386.0,United Kingdom,15.0,2011,6,June
569089,22150,3 STRIPEY MICE FELTCRAFT,3,2011-09-30 12:03:00,1.95,13764.0,United Kingdom,5.85,2011,9,September
566721,21889,WOODEN BOX OF DOMINOES,12,2011-09-14 12:50:00,1.25,12921.0,United Kingdom,15.0,2011,9,September
557034,22423,REGENCY CAKESTAND 3 TIER,1,2011-06-16 13:50:00,12.75,13627.0,United Kingdom,12.75,2011,6,June
546846,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-03-17 12:47:00,0.42,13533.0,United Kingdom,3.36,2011,3,March
580908,21122,SET/10 PINK POLKADOT PARTY CANDLES,2,2011-12-06 13:20:00,1.25,16495.0,United Kingdom,2.5,2011,12,December
576076,16045,POPART WOODEN PENCILS ASST,100,2011-11-13 16:18:00,0.04,14382.0,United Kingdom,4.0,2011,11,November
550637,23208,LUNCH BAG VINTAGE LEAF DESIGN,5,2011-04-19 15:39:00,1.65,14415.0,United Kingdom,8.25,2011,4,April
573588,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,2011-10-31 15:01:00,9.95,12588.0,Finland,19.9,2011,10,October
557285,23212,HEART WREATH DECORATION WITH BELL,144,2011-06-19 12:31:00,1.04,15046.0,United Kingdom,149.76,2011,6,June
551880,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-05-05 09:05:00,1.25,17374.0,United Kingdom,15.0,2011,5,May
562454,84510C,SET OF 4 POLKADOT COASTERS,10,2011-08-05 10:31:00,1.25,15128.0,United Kingdom,12.5,2011,8,August
542147,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,2011-01-26 10:02:00,2.95,12782.0,Portugal,35.400000000000006,2011,1,January
581475,23272,TREE T-LIGHT HOLDER WILLIE WINKIE,12,2011-12-09 08:39:00,0.39,13069.0,United Kingdom,4.68,2011,12,December
555745,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-06-07 10:46:00,8.5,14462.0,United Kingdom,17.0,2011,6,June
575202,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2011-11-09 10:14:00,0.42,13018.0,United Kingdom,5.04,2011,11,November
559535,21754,HOME BUILDING BLOCK WORD,1,2011-07-10 12:16:00,5.95,17841.0,United Kingdom,5.95,2011,7,July
539586,37327,ASSTD MULTICOLOUR CIRCLES MUG,48,2010-12-20 13:08:00,0.42,14298.0,United Kingdom,20.16,2010,12,December
536569,22825,DECORATIVE PLANT POT WITH FRIEZE,1,2010-12-01 15:35:00,7.95,16274.0,United Kingdom,7.95,2010,12,December
543001,22430,ENAMEL WATERING CAN CREAM,4,2011-02-02 12:26:00,4.95,14127.0,United Kingdom,19.8,2011,2,February
554088,23233,WRAP POPPIES  DESIGN,25,2011-05-22 12:12:00,0.42,16801.0,United Kingdom,10.5,2011,5,May
580133,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2011-12-01 18:43:00,0.65,15531.0,United Kingdom,7.800000000000001,2011,12,December
567168,22713,CARD I LOVE LONDON ,12,2011-09-18 12:24:00,0.42,14878.0,United Kingdom,5.04,2011,9,September
577597,22985,WRAP BILLBOARD FONTS DESIGN,25,2011-11-21 08:19:00,0.42,16366.0,United Kingdom,10.5,2011,11,November
563094,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-08-11 17:35:00,1.25,14525.0,United Kingdom,7.5,2011,8,August
574368,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,2011-11-04 10:59:00,0.62,13004.0,United Kingdom,7.4399999999999995,2011,11,November
547789,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-03-25 12:04:00,4.15,14911.0,EIRE,16.6,2011,3,March
578262,22382,LUNCH BAG SPACEBOY DESIGN ,2,2011-11-23 13:27:00,1.65,18283.0,United Kingdom,3.3,2011,11,November
569016,22620,4 TRADITIONAL SPINNING TOPS,12,2011-09-30 09:20:00,1.45,14916.0,United Kingdom,17.4,2011,9,September
553057,23206,LUNCH BAG APPLE DESIGN,10,2011-05-13 10:41:00,1.65,16161.0,United Kingdom,16.5,2011,5,May
549278,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-04-07 13:16:00,4.95,16255.0,United Kingdom,4.95,2011,4,April
554942,22104,MIRROR MOSAIC CANDLE PLATE,1,2011-05-27 14:01:00,1.45,17841.0,United Kingdom,1.45,2011,5,May
551137,22907,PACK OF 20 NAPKINS PANTRY DESIGN,3,2011-04-26 13:05:00,0.85,15581.0,United Kingdom,2.55,2011,4,April
560997,22384,LUNCH BAG PINK POLKADOT,20,2011-07-22 13:59:00,1.65,12627.0,Germany,33.0,2011,7,July
558196,22675,FRENCH KITCHEN SIGN BLUE METAL,6,2011-06-27 12:38:00,1.25,16033.0,United Kingdom,7.5,2011,6,June
552874,21096,SET/6 FRUIT SALAD  PAPER PLATES,12,2011-05-12 09:40:00,0.39,12621.0,Germany,4.68,2011,5,May
568690,23102,SILVER HEARTS TABLE DECORATION,6,2011-09-28 14:43:00,0.83,16332.0,United Kingdom,4.9799999999999995,2011,9,September
545647,22128,PARTY CONES CANDY ASSORTED,24,2011-03-04 12:46:00,1.25,12547.0,Spain,30.0,2011,3,March
551846,23161,REGENCY CAKE FORK,12,2011-05-04 14:11:00,1.25,13047.0,United Kingdom,15.0,2011,5,May
545085,22625,RED KITCHEN SCALES,1,2011-02-28 11:19:00,8.5,15039.0,United Kingdom,8.5,2011,2,February
544687,22470,HEART OF WICKER LARGE,4,2011-02-22 17:25:00,2.95,13184.0,United Kingdom,11.8,2011,2,February
576249,23182,TOILET SIGN OCCUPIED OR VACANT,2,2011-11-14 13:47:00,0.83,17811.0,United Kingdom,1.66,2011,11,November
579712,23215,JINGLE BELL HEART ANTIQUE SILVER,4,2011-11-30 14:17:00,2.08,15467.0,United Kingdom,8.32,2011,11,November
C560855,22261,FELT EGG COSY WHITE RABBIT ,-4,2011-07-21 13:00:00,0.85,14410.0,United Kingdom,-3.4,2011,7,July
564656,20707,CRAZY DAISY HEART DECORATION,12,2011-08-26 14:40:00,1.25,14141.0,United Kingdom,15.0,2011,8,August
561512,23112,PARISIENNE CURIO CABINET,1,2011-07-27 15:09:00,7.5,14534.0,United Kingdom,7.5,2011,7,July
552353,22029,SPACEBOY BIRTHDAY CARD,12,2011-05-09 12:14:00,0.42,17612.0,United Kingdom,5.04,2011,5,May
569729,22695,WICKER WREATH SMALL,12,2011-10-06 09:43:00,1.45,16350.0,United Kingdom,17.4,2011,10,October
544887,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-02-24 11:54:00,0.42,17364.0,United Kingdom,5.04,2011,2,February
539185,20665,RED RETROSPOT PURSE ,4,2010-12-16 11:53:00,2.95,16470.0,United Kingdom,11.8,2010,12,December
572296,21931,JUMBO STORAGE BAG SUKI,1,2011-10-23 14:28:00,2.08,13598.0,United Kingdom,2.08,2011,10,October
559132,22746,POPPY'S PLAYHOUSE LIVINGROOM ,2,2011-07-06 13:06:00,2.1,15053.0,United Kingdom,4.2,2011,7,July
569367,22026,BANQUET BIRTHDAY  CARD  ,12,2011-10-03 15:28:00,0.42,13994.0,United Kingdom,5.04,2011,10,October
576864,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,10,2011-11-16 16:06:00,0.29,12748.0,United Kingdom,2.9,2011,11,November
547511,22189,CREAM HEART CARD HOLDER,4,2011-03-23 13:44:00,3.95,17411.0,United Kingdom,15.8,2011,3,March
562619,23182,TOILET SIGN OCCUPIED OR VACANT,24,2011-08-08 12:34:00,0.83,15311.0,United Kingdom,19.919999999999998,2011,8,August
539988,22200,FRYING PAN PINK POLKADOT,1,2010-12-23 16:06:00,4.25,18116.0,United Kingdom,4.25,2010,12,December
537626,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-07 14:57:00,1.25,12347.0,Iceland,15.0,2010,12,December
562593,23138,SINGLE WIRE HOOK IVORY HEART,12,2011-08-07 15:43:00,1.45,16549.0,United Kingdom,17.4,2011,8,August
578289,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,2011-11-23 14:07:00,1.25,17841.0,United Kingdom,15.0,2011,11,November
553657,22383,LUNCH BAG SUKI DESIGN ,1,2011-05-18 11:28:00,1.65,14583.0,United Kingdom,1.65,2011,5,May
564637,22153,ANGEL DECORATION STARS ON DRESS,48,2011-08-26 12:49:00,0.42,16641.0,United Kingdom,20.16,2011,8,August
580256,23126,FELTCRAFT GIRL AMELIE KIT,1,2011-12-02 12:24:00,4.95,14688.0,United Kingdom,4.95,2011,12,December
579520,21914,BLUE HARMONICA IN BOX ,2,2011-11-29 18:14:00,1.25,12748.0,United Kingdom,2.5,2011,11,November
559539,21621,VINTAGE UNION JACK BUNTING,2,2011-07-10 12:28:00,8.5,18024.0,United Kingdom,17.0,2011,7,July
568168,21642,ASSORTED TUTTI FRUTTI PEN,24,2011-09-25 12:46:00,0.29,15799.0,United Kingdom,6.959999999999999,2011,9,September
574387,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-11-04 11:04:00,2.89,12944.0,United Kingdom,17.34,2011,11,November
C579415,23169,CLASSIC GLASS COOKIE JAR,-4,2011-11-29 12:52:00,3.75,15311.0,United Kingdom,-15.0,2011,11,November
580048,21621,VINTAGE UNION JACK BUNTING,1,2011-12-01 12:53:00,8.5,12748.0,United Kingdom,8.5,2011,12,December
560249,20974,12 PENCILS SMALL TUBE SKULL,5,2011-07-17 12:26:00,0.65,17571.0,United Kingdom,3.25,2011,7,July
558096,23306,SET OF 36 DOILIES PANTRY DESIGN,2,2011-06-26 13:24:00,1.45,15532.0,United Kingdom,2.9,2011,6,June
552180,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-05-06 13:35:00,1.25,18235.0,United Kingdom,15.0,2011,5,May
568059,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,2,2011-09-23 12:58:00,1.45,13097.0,United Kingdom,2.9,2011,9,September
557278,21916,SET 12 RETRO WHITE CHALK STICKS,24,2011-06-19 12:08:00,0.42,13089.0,United Kingdom,10.08,2011,6,June
561686,23118,PARISIENNE JEWELLERY DRAWER ,2,2011-07-29 08:29:00,7.5,13148.0,United Kingdom,15.0,2011,7,July
542662,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-01-31 12:10:00,1.65,18145.0,United Kingdom,16.5,2011,1,January
544398,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-02-18 12:27:00,1.95,15311.0,United Kingdom,1.95,2011,2,February
565779,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-09-06 15:14:00,1.65,15804.0,United Kingdom,19.799999999999997,2011,9,September
581469,21918,SET 12 KIDS COLOUR  CHALK STICKS,4,2011-12-08 19:28:00,0.42,14606.0,United Kingdom,1.68,2011,12,December
581027,85099B,JUMBO BAG RED RETROSPOT,10,2011-12-07 10:43:00,2.08,17091.0,United Kingdom,20.8,2011,12,December
546028,22655,VINTAGE RED KITCHEN CABINET,2,2011-03-09 08:33:00,125.0,17049.0,United Kingdom,250.0,2011,3,March
569653,22418,10 COLOUR SPACEBOY PEN,24,2011-10-05 12:52:00,0.85,12451.0,Switzerland,20.4,2011,10,October
578270,22821,GIFT BAG PSYCHEDELIC APPLES,1,2011-11-23 13:39:00,0.83,14096.0,United Kingdom,0.83,2011,11,November
548258,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-03-30 11:04:00,1.25,14146.0,United Kingdom,30.0,2011,3,March
561867,22999,TRAVEL CARD WALLET VINTAGE LEAF,3,2011-07-31 10:59:00,0.42,16931.0,United Kingdom,1.26,2011,7,July
542231,22629,SPACEBOY LUNCH BOX ,4,2011-01-26 13:40:00,1.95,16714.0,United Kingdom,7.8,2011,1,January
541302,21166,COOK WITH WINE METAL SIGN ,12,2011-01-17 14:18:00,1.95,13769.0,United Kingdom,23.4,2011,1,January
552450,21231,SWEETHEART CERAMIC TRINKET BOX,72,2011-05-09 13:51:00,1.06,13798.0,United Kingdom,76.32000000000001,2011,5,May
543370,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-02-07 14:51:00,4.95,12359.0,Cyprus,14.850000000000001,2011,2,February
578995,23583,LUNCH BAG PAISLEY PARK  ,10,2011-11-27 15:59:00,1.65,15861.0,United Kingdom,16.5,2011,11,November
553002,82582,AREA PATROLLED METAL SIGN,5,2011-05-12 15:26:00,2.1,13263.0,United Kingdom,10.5,2011,5,May
537378,22338,STAR DECORATION PAINTED ZINC ,24,2010-12-06 13:06:00,0.65,14911.0,EIRE,15.600000000000001,2010,12,December
577804,23127,FELTCRAFT GIRL NICOLE KIT,1,2011-11-21 17:33:00,4.95,17432.0,United Kingdom,4.95,2011,11,November
578036,22801,ANTIQUE GLASS PEDESTAL BOWL,4,2011-11-22 14:04:00,3.75,16474.0,United Kingdom,15.0,2011,11,November
547220,79321,CHILLI LIGHTS,4,2011-03-21 15:02:00,5.75,13410.0,United Kingdom,23.0,2011,3,March
576068,21890,S/6 WOODEN SKITTLES IN COTTON BAG,12,2011-11-13 15:52:00,3.25,14788.0,United Kingdom,39.0,2011,11,November
573295,23427,STOOL HOME SWEET HOME ,2,2011-10-28 15:54:00,12.5,14440.0,United Kingdom,25.0,2011,10,October
569342,22798,ANTIQUE GLASS DRESSING TABLE POT,120,2011-10-03 14:20:00,2.55,16013.0,United Kingdom,306.0,2011,10,October
564322,22469,HEART OF WICKER SMALL,40,2011-08-24 13:23:00,1.45,13694.0,United Kingdom,58.0,2011,8,August
548349,15056N,EDWARDIAN PARASOL NATURAL,60,2011-03-30 14:39:00,4.95,15812.0,United Kingdom,297.0,2011,3,March
538863,48187,DOORMAT NEW ENGLAND,1,2010-12-14 14:15:00,7.95,16919.0,United Kingdom,7.95,2010,12,December
579196,21507,ELEPHANT BIRTHDAY CARD ,1,2011-11-28 15:54:00,0.83,14096.0,United Kingdom,0.83,2011,11,November
570833,22197,POPCORN HOLDER,24,2011-10-12 13:30:00,0.85,14834.0,United Kingdom,20.4,2011,10,October
563328,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,2011-08-15 13:07:00,8.95,14606.0,United Kingdom,8.95,2011,8,August
540508,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2011-01-09 11:20:00,0.85,14810.0,United Kingdom,1.7,2011,1,January
569461,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,2011-10-04 11:36:00,0.83,16556.0,United Kingdom,9.959999999999999,2011,10,October
576395,21464,DISCO BALL ROTATOR BATTERY OPERATED,6,2011-11-15 10:38:00,4.25,16168.0,United Kingdom,25.5,2011,11,November
570467,21059,PARTY INVITES DINOSAURS,12,2011-10-10 16:06:00,0.85,12607.0,USA,10.2,2011,10,October
571841,21042,RED RETROSPOT APRON ,4,2011-10-19 12:21:00,5.95,17625.0,United Kingdom,23.8,2011,10,October
561922,85014A,BLACK/BLUE POLKADOT UMBRELLA,2,2011-08-01 12:12:00,5.95,13167.0,United Kingdom,11.9,2011,8,August
540348,47590A,BLUE HAPPY BIRTHDAY BUNTING,2,2011-01-06 13:56:00,5.45,12841.0,United Kingdom,10.9,2011,1,January
545166,22168,ORGANISER WOOD ANTIQUE WHITE ,1,2011-02-28 14:03:00,8.5,17027.0,United Kingdom,8.5,2011,2,February
541216,21121,SET/10 RED POLKADOT PARTY CANDLES,5,2011-01-14 13:52:00,1.25,15311.0,United Kingdom,6.25,2011,1,January
C580966,22602,RETROSPOT WOODEN HEART DECORATION,-4,2011-12-06 14:52:00,0.85,16554.0,United Kingdom,-3.4,2011,12,December
555537,21385,IVORY HANGING DECORATION  HEART,1,2011-06-05 12:37:00,0.85,15453.0,United Kingdom,0.85,2011,6,June
552655,22068,BLACK PIRATE TREASURE CHEST,2,2011-05-10 14:22:00,1.65,14587.0,United Kingdom,3.3,2011,5,May
574532,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2011-11-04 14:19:00,0.29,15676.0,United Kingdom,6.959999999999999,2011,11,November
573361,23263,SET OF 3 WOODEN HEART DECORATIONS,3,2011-10-30 12:53:00,1.25,14456.0,United Kingdom,3.75,2011,10,October
548451,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2,2011-03-31 11:25:00,2.55,17365.0,United Kingdom,5.1,2011,3,March
555586,62018,SOMBRERO ,12,2011-06-06 09:12:00,1.95,14232.0,United Kingdom,23.4,2011,6,June
547651,20684,STRAWBERRY DREAM CHILDS UMBRELLA,1,2011-03-24 12:11:00,3.25,16904.0,United Kingdom,3.25,2011,3,March
574240,23321,SMALL WHITE HEART OF WICKER,2,2011-11-03 12:45:00,1.65,15998.0,United Kingdom,3.3,2011,11,November
548293,21733,RED HANGING HEART T-LIGHT HOLDER,32,2011-03-30 11:51:00,2.55,13798.0,United Kingdom,81.6,2011,3,March
549552,20781,GOLD EAR MUFF HEADPHONES,1,2011-04-10 11:58:00,5.49,13508.0,United Kingdom,5.49,2011,4,April
556937,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-06-15 16:05:00,6.95,17716.0,United Kingdom,13.9,2011,6,June
556954,22668,PINK BABY BUNTING,5,2011-06-16 08:38:00,2.95,15585.0,United Kingdom,14.75,2011,6,June
580063,82580,BATHROOM METAL SIGN,96,2011-12-01 13:29:00,0.74,17450.0,United Kingdom,71.03999999999999,2011,12,December
559938,20831,GOLD PHOTO FRAME,2,2011-07-14 10:15:00,2.1,17315.0,United Kingdom,4.2,2011,7,July
562339,23295,SET OF 12 MINI LOAF BAKING CASES,16,2011-08-04 11:59:00,0.83,13571.0,United Kingdom,13.28,2011,8,August
567175,23394,POSTE FRANCE CUSHION COVER,3,2011-09-18 13:38:00,3.75,13067.0,United Kingdom,11.25,2011,9,September
557019,21871,SAVE THE PLANET MUG,1,2011-06-16 12:45:00,1.25,15907.0,United Kingdom,1.25,2011,6,June
549130,21865,PINK UNION JACK  PASSPORT COVER ,4,2011-04-06 15:02:00,2.1,14701.0,United Kingdom,8.4,2011,4,April
570494,23356,LOVE HOT WATER BOTTLE,12,2011-10-11 08:30:00,5.95,14051.0,United Kingdom,71.4,2011,10,October
573195,85014A,BLACK/BLUE POLKADOT UMBRELLA,48,2011-10-28 11:40:00,4.95,12432.0,Norway,237.60000000000002,2011,10,October
576593,21991,BOHEMIAN COLLAGE STATIONERY SET,1,2011-11-15 14:48:00,1.25,15720.0,United Kingdom,1.25,2011,11,November
581451,21115,ROSE CARAVAN DOORSTOP,8,2011-12-08 17:57:00,1.95,17144.0,United Kingdom,15.6,2011,12,December
566772,22651,GENTLEMAN SHIRT REPAIR KIT ,12,2011-09-15 09:41:00,0.85,13107.0,United Kingdom,10.2,2011,9,September
546849,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-03-17 13:13:00,2.55,13623.0,United Kingdom,7.6499999999999995,2011,3,March
578818,21620,SET OF 4 ROSE BOTANICAL CANDLES,1,2011-11-25 13:47:00,1.25,17920.0,United Kingdom,1.25,2011,11,November
549907,48138,DOORMAT UNION FLAG,10,2011-04-12 16:30:00,6.75,13484.0,United Kingdom,67.5,2011,4,April
571824,23286,BLUE VINTAGE SPOT BEAKER,8,2011-10-19 11:49:00,0.85,12472.0,Germany,6.8,2011,10,October
C548866,20681,PINK POLKADOT CHILDRENS UMBRELLA,-1,2011-04-04 14:09:00,3.25,14606.0,United Kingdom,-3.25,2011,4,April
546843,23000,TRAVEL CARD WALLET TRANSPORT,24,2011-03-17 12:40:00,0.42,12472.0,Germany,10.08,2011,3,March
546373,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,2011-03-11 12:00:00,0.85,12583.0,France,20.4,2011,3,March
569143,48184,DOORMAT ENGLISH ROSE ,3,2011-09-30 15:04:00,8.25,15867.0,United Kingdom,24.75,2011,9,September
C546205,POST,POSTAGE,-1,2011-03-10 11:14:00,2.84,18223.0,United Kingdom,-2.84,2011,3,March
549953,48129,DOORMAT TOPIARY,2,2011-04-13 13:15:00,7.95,12766.0,Portugal,15.9,2011,4,April
551558,23199,JUMBO BAG APPLES,2,2011-05-03 10:41:00,2.08,17841.0,United Kingdom,4.16,2011,5,May
577519,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-11-20 13:20:00,8.5,15044.0,United Kingdom,17.0,2011,11,November
548014,20749,ASSORTED COLOUR MINI CASES,2,2011-03-29 11:29:00,7.95,17719.0,United Kingdom,15.9,2011,3,March
540013,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-01-04 11:30:00,6.75,16255.0,United Kingdom,27.0,2011,1,January
553660,82567,"AIRLINE LOUNGE,METAL SIGN",6,2011-05-18 11:58:00,2.1,14620.0,United Kingdom,12.600000000000001,2011,5,May
569523,23512,EMBROIDERED RIBBON REEL ROSIE,1,2011-10-04 14:41:00,2.08,16033.0,United Kingdom,2.08,2011,10,October
576571,85099B,JUMBO BAG RED RETROSPOT,30,2011-11-15 13:48:00,2.08,12950.0,United Kingdom,62.400000000000006,2011,11,November
568176,23372,SET 36 COLOUR PENCILS DOLLY GIRL,16,2011-09-25 13:25:00,1.25,12685.0,France,20.0,2011,9,September
553178,21811,HANGING HEART WITH BELL,1,2011-05-15 11:29:00,1.25,17302.0,United Kingdom,1.25,2011,5,May
554682,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-25 16:08:00,12.75,14085.0,United Kingdom,12.75,2011,5,May
572061,23510,MINI PLAYING CARDS GYMKHANA,20,2011-10-20 12:53:00,0.42,12474.0,Germany,8.4,2011,10,October
545701,22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,1,2011-03-06 15:17:00,2.55,17107.0,United Kingdom,2.55,2011,3,March
553879,20727,LUNCH BAG  BLACK SKULL.,10,2011-05-19 15:15:00,1.65,15791.0,United Kingdom,16.5,2011,5,May
553509,22569,FELTCRAFT CUSHION BUTTERFLY,2,2011-05-17 13:44:00,3.75,17220.0,United Kingdom,7.5,2011,5,May
546563,22980,PANTRY SCRUBBING BRUSH,12,2011-03-15 10:49:00,1.65,15047.0,United Kingdom,19.799999999999997,2011,3,March
578036,84859C,PINK DISCO HANDBAG,1,2011-11-22 14:04:00,1.95,16474.0,United Kingdom,1.95,2011,11,November
554502,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,2011-05-24 14:47:00,2.1,14289.0,United Kingdom,16.8,2011,5,May
580103,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-12-01 15:12:00,2.08,16242.0,United Kingdom,20.8,2011,12,December
542005,85099F,JUMBO BAG STRAWBERRY,10,2011-01-25 11:18:00,1.95,14409.0,United Kingdom,19.5,2011,1,January
551520,21832,CHOCOLATE CALCULATOR,1,2011-05-01 11:55:00,1.65,13301.0,United Kingdom,1.65,2011,5,May
569803,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-10-06 11:48:00,0.95,13090.0,United Kingdom,11.399999999999999,2011,10,October
568245,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-09-26 12:23:00,0.85,13867.0,United Kingdom,10.2,2011,9,September
557129,22227,HANGING HEART MIRROR DECORATION ,2,2011-06-16 19:59:00,0.65,17841.0,United Kingdom,1.3,2011,6,June
568346,22041,"RECORD FRAME 7"" SINGLE SIZE ",2,2011-09-26 15:28:00,4.96,14096.0,United Kingdom,9.92,2011,9,September
555572,21770,OPEN CLOSED METAL SIGN,2,2011-06-05 15:37:00,4.95,12449.0,Belgium,9.9,2011,6,June
555092,22606,WOODEN SKITTLES GARDEN SET,1,2011-05-31 13:08:00,15.95,16483.0,United Kingdom,15.95,2011,5,May
546392,21901,"KEY FOB , BACK DOOR ",4,2011-03-11 14:15:00,0.65,14587.0,United Kingdom,2.6,2011,3,March
539988,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2010-12-23 16:06:00,1.25,18116.0,United Kingdom,1.25,2010,12,December
542932,21136,PAINTED METAL PEARS ASSORTED,32,2011-02-02 10:54:00,1.69,13089.0,United Kingdom,54.08,2011,2,February
573415,22561,WOODEN SCHOOL COLOURING SET,1,2011-10-30 16:17:00,1.65,13607.0,United Kingdom,1.65,2011,10,October
C575327,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-2,2011-11-09 13:47:00,7.95,14911.0,EIRE,-15.9,2011,11,November
566489,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-09-13 10:17:00,1.25,16814.0,United Kingdom,30.0,2011,9,September
550955,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12,2011-04-21 16:26:00,0.85,14189.0,United Kingdom,10.2,2011,4,April
573748,23583,LUNCH BAG PAISLEY PARK  ,10,2011-11-01 09:24:00,1.65,14911.0,EIRE,16.5,2011,11,November
537867,21484,CHICK GREY HOT WATER BOTTLE,4,2010-12-08 16:48:00,3.45,16717.0,United Kingdom,13.8,2010,12,December
548708,22432,WATERING CAN PINK BUNNY,3,2011-04-03 12:41:00,1.95,13269.0,United Kingdom,5.85,2011,4,April
579001,23367,SET 12 COLOUR PENCILS SPACEBOY ,2,2011-11-27 16:19:00,0.65,15555.0,United Kingdom,1.3,2011,11,November
575501,20725,LUNCH BAG RED RETROSPOT,20,2011-11-10 09:59:00,1.65,16218.0,United Kingdom,33.0,2011,11,November
557846,22045,SPACEBOY GIFT WRAP,50,2011-06-23 10:44:00,0.42,17365.0,United Kingdom,21.0,2011,6,June
540478,85099F,JUMBO BAG STRAWBERRY,300,2011-01-07 14:53:00,1.65,15769.0,United Kingdom,495.0,2011,1,January
547874,22284,HEN HOUSE DECORATION,2,2011-03-27 15:39:00,1.65,14476.0,United Kingdom,3.3,2011,3,March
540642,22551,PLASTERS IN TIN SPACEBOY,24,2011-01-10 13:22:00,1.65,12681.0,France,39.599999999999994,2011,1,January
545578,20723,STRAWBERRY CHARLOTTE BAG,10,2011-03-03 19:21:00,0.85,13715.0,United Kingdom,8.5,2011,3,March
549732,22670,FRENCH WC SIGN BLUE METAL,12,2011-04-11 16:47:00,1.25,15615.0,United Kingdom,15.0,2011,4,April
546037,22606,WOODEN SKITTLES GARDEN SET,4,2011-03-09 10:00:00,12.75,14825.0,United Kingdom,51.0,2011,3,March
C555636,23099,FRENCH CARRIAGE LANTERN,-4,2011-06-06 12:33:00,6.65,15073.0,United Kingdom,-26.6,2011,6,June
541286,21411,GINGHAM HEART  DOORSTOP RED,3,2011-01-17 13:08:00,4.25,13982.0,United Kingdom,12.75,2011,1,January
